InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,GrossRevenue,DiscountAmount,NetRevenue,TotalOrderValue,Year,Month,YearMonth
148984,SKU_1279,White Mug,9,2020-01-05 21:00:00,71.63,10961,Belgium,0.47,Bank Transfer,19.95,Apparel,In-store,Not Returned,UPS,London,High,644.67,302.9949,341.6751,361.6251,2020,1,2020-01
402918,SKU_1664,Blue Pen,43,2020-01-05 22:00:00,30.59,66873,Belgium,0.2,PayPal,10.32,Stationery,Online,Returned,UPS,London,High,1315.37,263.074,1052.2959999999998,1062.6159999999998,2020,1,2020-01
364712,SKU_1674,Office Chair,7,2020-01-05 23:00:00,78.42,25714,Norway,0.05,Bank Transfer,26.71,Stationery,Online,Not Returned,DHL,Rome,Low,548.94,27.447000000000003,521.493,548.2030000000001,2020,1,2020-01
220151,SKU_1056,Wireless Mouse,37,2020-01-06 00:00:00,91.0,33058,Italy,0.42,PayPal,11.14,Apparel,In-store,Not Returned,Royal Mail,Paris,High,3367.0,1414.1399999999999,1952.8600000000001,1964.0000000000002,2020,1,2020-01
555808,SKU_1839,Notebook,4,2020-01-06 01:00:00,19.27,83367,France,0.07,Credit Card,25.98,Accessories,Online,Not Returned,DHL,Amsterdam,Low,77.08,5.3956,71.6844,97.6644,2020,1,2020-01
233767,SKU_1836,Wall Clock,11,2020-01-06 02:00:00,37.38,15608,Sweden,0.02,Credit Card,8.95,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,411.18,8.223600000000001,402.95640000000003,411.9064,2020,1,2020-01
748663,SKU_1213,Headphones,4,2020-01-06 03:00:00,53.39,49169,Netherlands,0.5,Bank Transfer,8.56,Furniture,Online,Not Returned,FedEx,Berlin,Medium,213.56,106.78,106.78,115.34,2020,1,2020-01
803550,SKU_1507,White Mug,28,2020-01-06 04:00:00,31.18,70906,Spain,0.38,Bank Transfer,6.1,Stationery,In-store,Not Returned,Royal Mail,Berlin,High,873.04,331.7552,541.2847999999999,547.3847999999999,2020,1,2020-01
236330,SKU_1027,Backpack,49,2020-01-06 05:00:00,66.8,39946,Netherlands,0.36,Bank Transfer,11.84,Stationery,Online,Not Returned,FedEx,Rome,High,3273.2,1178.3519999999999,2094.848,2106.688,2020,1,2020-01
580754,SKU_1203,Wall Clock,27,2020-01-06 06:00:00,83.54,67934,Netherlands,0.33,Credit Card,9.51,Stationery,In-store,Not Returned,DHL,London,Medium,2255.5800000000004,744.3414000000001,1511.2386000000001,1520.7486000000001,2020,1,2020-01
401648,SKU_1544,Headphones,17,2020-01-06 07:00:00,73.34,30303,Norway,0.23,PayPal,9.78,Furniture,In-store,Not Returned,Royal Mail,London,Medium,1246.78,286.7594,960.0206,969.8005999999999,2020,1,2020-01
788519,SKU_1308,Notebook,40,2020-01-06 08:00:00,94.43,62272,United States,0.29,PayPal,10.59,Apparel,In-store,Not Returned,Royal Mail,Rome,Low,3777.2000000000003,1095.388,2681.8120000000004,2692.4020000000005,2020,1,2020-01
113986,SKU_1633,T-shirt,6,2020-01-06 09:00:00,39.39,43069,United Kingdom,0.29,Bank Transfer,9.85,Electronics,In-store,Not Returned,DHL,Rome,Medium,236.34,68.5386,167.8014,177.6514,2020,1,2020-01
686146,SKU_1527,USB Cable,17,2020-01-06 10:00:00,19.05,25812,France,0.02,Bank Transfer,11.25,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,323.85,6.477,317.37300000000005,328.62300000000005,2020,1,2020-01
229312,SKU_1665,Headphones,43,2020-01-06 11:00:00,87.12,78376,Germany,0.45,Bank Transfer,18.17,Electronics,In-store,Not Returned,UPS,London,Low,3746.1600000000003,1685.7720000000002,2060.388,2078.558,2020,1,2020-01
112666,SKU_1907,T-shirt,12,2020-01-06 12:00:00,98.82,63965,Germany,0.25,PayPal,5.34,Apparel,In-store,Not Returned,FedEx,Rome,High,1185.84,296.46,889.3799999999999,894.7199999999999,2020,1,2020-01
400804,SKU_1342,Desk Lamp,40,2020-01-06 13:00:00,45.27,58575,France,0.08,PayPal,21.25,Apparel,In-store,Not Returned,UPS,Berlin,Low,1810.8000000000002,144.864,1665.9360000000001,1687.1860000000001,2020,1,2020-01
234633,SKU_1217,White Mug,1,2020-01-06 14:00:00,19.89,55924,Australia,0.28,Bank Transfer,13.87,Stationery,Online,Not Returned,FedEx,Paris,High,19.89,5.5692,14.3208,28.1908,2020,1,2020-01
388998,SKU_1616,Desk Lamp,29,2020-01-06 15:00:00,29.51,52354,Australia,0.43,PayPal,19.15,Accessories,In-store,Not Returned,UPS,Berlin,Medium,855.7900000000001,367.9897,487.80030000000005,506.9503,2020,1,2020-01
950937,SKU_1588,Wall Clock,26,2020-01-06 16:00:00,44.69,78432,France,0.46,Bank Transfer,21.57,Electronics,In-store,Not Returned,Royal Mail,London,Low,1161.94,534.4924000000001,627.4476,649.0176,2020,1,2020-01
728776,SKU_1086,Wall Clock,8,2020-01-06 17:00:00,14.92,75894,France,0.16,Bank Transfer,14.11,Accessories,Online,Not Returned,DHL,Rome,Medium,119.36,19.0976,100.2624,114.3724,2020,1,2020-01
807611,SKU_1030,T-shirt,30,2020-01-06 18:00:00,39.72,18762,Portugal,0.08,PayPal,14.4,Stationery,Online,Not Returned,FedEx,Paris,High,1191.6,95.32799999999999,1096.272,1110.672,2020,1,2020-01
384806,SKU_1099,Notebook,30,2020-01-06 19:00:00,69.96,15347,France,0.27,PayPal,18.7,Stationery,Online,Not Returned,DHL,Amsterdam,High,2098.7999999999997,566.6759999999999,1532.1239999999998,1550.8239999999998,2020,1,2020-01
894824,SKU_1666,Office Chair,4,2020-01-06 20:00:00,52.48,60989,Spain,0.37,PayPal,29.12,Apparel,In-store,Not Returned,DHL,London,High,209.92,77.6704,132.2496,161.3696,2020,1,2020-01
130535,SKU_1803,White Mug,24,2020-01-06 21:00:00,78.64,53955,Australia,0.06,PayPal,8.97,Stationery,In-store,Not Returned,UPS,Rome,High,1887.3600000000001,113.2416,1774.1184,1783.0884,2020,1,2020-01
475713,SKU_1314,Wall Clock,26,2020-01-06 22:00:00,11.49,83421,France,0.21,Credit Card,18.94,Apparel,Online,Not Returned,DHL,Paris,Medium,298.74,62.7354,236.0046,254.9446,2020,1,2020-01
938688,SKU_1494,Desk Lamp,8,2020-01-06 23:00:00,84.06,62215,Sweden,0.25,Credit Card,13.35,Stationery,Online,Not Returned,UPS,Paris,Medium,672.48,168.12,504.36,517.71,2020,1,2020-01
921654,SKU_1470,Blue Pen,18,2020-01-07 01:00:00,36.0,24841,Netherlands,0.16,Credit Card,17.99,Accessories,In-store,Not Returned,FedEx,Rome,High,648.0,103.68,544.3199999999999,562.31,2020,1,2020-01
701661,SKU_1741,Desk Lamp,34,2020-01-07 02:00:00,59.68,25661,Norway,0.34,Credit Card,15.93,Stationery,Online,Not Returned,DHL,London,Medium,2029.12,689.9008,1339.2192,1355.1492,2020,1,2020-01
589570,SKU_1733,Wall Clock,40,2020-01-07 04:00:00,16.31,72722,Italy,0.3,Credit Card,6.51,Apparel,Online,Not Returned,DHL,Paris,Medium,652.4,195.72,456.67999999999995,463.18999999999994,2020,1,2020-01
556551,SKU_1632,USB Cable,9,2020-01-07 05:00:00,3.0,37447,Spain,0.41,Credit Card,5.01,Accessories,In-store,Not Returned,DHL,Berlin,Medium,27.0,11.069999999999999,15.930000000000001,20.94,2020,1,2020-01
373109,SKU_1671,White Mug,20,2020-01-07 06:00:00,28.4,44898,Netherlands,0.49,Credit Card,28.77,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,568.0,278.32,289.68,318.45,2020,1,2020-01
124538,SKU_1782,T-shirt,40,2020-01-07 07:00:00,33.55,48163,Australia,0.28,Bank Transfer,10.63,Furniture,In-store,Not Returned,UPS,Rome,Low,1342.0,375.76000000000005,966.24,976.87,2020,1,2020-01
994498,SKU_1997,Headphones,47,2020-01-07 08:00:00,16.09,25641,Italy,0.42,Credit Card,6.17,Electronics,In-store,Returned,Royal Mail,Berlin,Low,756.23,317.6166,438.6134,444.78340000000003,2020,1,2020-01
301664,SKU_1330,White Mug,46,2020-01-07 09:00:00,76.94,96058,United Kingdom,0.04,Credit Card,25.4,Electronics,In-store,Not Returned,FedEx,Berlin,Medium,3539.24,141.5696,3397.6704,3423.0704,2020,1,2020-01
591234,SKU_1193,Wall Clock,2,2020-01-07 10:00:00,65.92,73431,Sweden,0.46,Credit Card,13.12,Furniture,Online,Not Returned,UPS,Berlin,High,131.84,60.64640000000001,71.1936,84.31360000000001,2020,1,2020-01
999684,SKU_1729,Blue Pen,43,2020-01-07 11:00:00,21.13,10263,Sweden,0.07,Bank Transfer,12.09,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,908.5899999999999,63.6013,844.9886999999999,857.0786999999999,2020,1,2020-01
239182,SKU_1190,T-shirt,39,2020-01-07 12:00:00,16.36,97116,Italy,0.02,PayPal,24.95,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium,638.04,12.7608,625.2792,650.2292,2020,1,2020-01
572525,SKU_1251,Wall Clock,21,2020-01-07 13:00:00,49.16,40318,Portugal,0.36,Credit Card,25.76,Furniture,In-store,Not Returned,DHL,Amsterdam,Low,1032.36,371.64959999999996,660.7103999999999,686.4703999999999,2020,1,2020-01
258338,SKU_1737,Blue Pen,14,2020-01-07 14:00:00,85.66,99357,United Kingdom,0.02,Bank Transfer,7.49,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,1199.24,23.9848,1175.2552,1182.7452,2020,1,2020-01
284064,SKU_1000,Blue Pen,30,2020-01-07 15:00:00,38.2,35788,France,0.42,Bank Transfer,19.99,Stationery,In-store,Not Returned,UPS,Berlin,Low,1146.0,481.32,664.6800000000001,684.6700000000001,2020,1,2020-01
314020,SKU_1458,White Mug,42,2020-01-07 16:00:00,63.34,27891,United States,0.42,PayPal,10.89,Accessories,Online,Not Returned,DHL,London,Medium,2660.28,1117.3176,1542.9624000000001,1553.8524000000002,2020,1,2020-01
723094,SKU_1644,Blue Pen,46,2020-01-07 17:00:00,23.1,11617,United States,0.0,PayPal,27.63,Furniture,In-store,Not Returned,Royal Mail,Rome,Low,1062.6000000000001,0.0,1062.6000000000001,1090.2300000000002,2020,1,2020-01
997421,SKU_1089,Notebook,17,2020-01-07 18:00:00,90.61,53537,Italy,0.18,PayPal,14.91,Furniture,Online,Not Returned,Royal Mail,Paris,High,1540.37,277.2666,1263.1034,1278.0134,2020,1,2020-01
715270,SKU_1517,T-shirt,33,2020-01-07 19:00:00,81.72,99835,Portugal,0.29,Bank Transfer,15.35,Stationery,In-store,Not Returned,UPS,Paris,Medium,2696.7599999999998,782.0603999999998,1914.6996,1930.0495999999998,2020,1,2020-01
745914,SKU_1482,White Mug,11,2020-01-07 20:00:00,83.38,60352,Spain,0.35,Credit Card,21.57,Electronics,Online,Returned,DHL,Berlin,Medium,917.18,321.013,596.1669999999999,617.737,2020,1,2020-01
219176,SKU_1755,White Mug,42,2020-01-07 21:00:00,2.07,72043,United Kingdom,0.14,Credit Card,8.46,Electronics,Online,Not Returned,FedEx,Rome,Medium,86.94,12.171600000000002,74.7684,83.2284,2020,1,2020-01
318126,SKU_1644,Headphones,48,2020-01-07 22:00:00,49.42,75448,France,0.15,Bank Transfer,14.8,Electronics,In-store,Not Returned,FedEx,Berlin,High,2372.16,355.82399999999996,2016.3359999999998,2031.1359999999997,2020,1,2020-01
222409,SKU_1072,Headphones,8,2020-01-08 00:00:00,84.97,94303,Netherlands,0.42,Credit Card,5.05,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium,679.76,285.4992,394.2608,399.31080000000003,2020,1,2020-01
647707,SKU_1155,Wall Clock,4,2020-01-08 01:00:00,18.03,23776,Australia,0.12,PayPal,19.85,Accessories,Online,Not Returned,Royal Mail,Paris,High,72.12,8.6544,63.4656,83.3156,2020,1,2020-01
353618,SKU_1722,Office Chair,39,2020-01-08 02:00:00,72.72,32464,Italy,0.11,Credit Card,24.11,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium,2836.08,311.9688,2524.1112,2548.2212,2020,1,2020-01
869598,SKU_1068,White Mug,42,2020-01-08 03:00:00,25.56,43533,Italy,0.27,Bank Transfer,10.56,Accessories,In-store,Not Returned,UPS,Berlin,Medium,1073.52,289.85040000000004,783.6696,794.2295999999999,2020,1,2020-01
150015,SKU_1470,Backpack,11,2020-01-08 04:00:00,83.63,78931,France,0.35,Credit Card,10.51,Apparel,Online,Not Returned,DHL,London,Low,919.93,321.97549999999995,597.9545,608.4645,2020,1,2020-01
872838,SKU_1491,Wall Clock,21,2020-01-08 05:00:00,32.07,-1,Belgium,0.01,Credit Card,9.79,Stationery,In-store,Not Returned,FedEx,Paris,Medium,673.47,6.7347,666.7353,676.5253,2020,1,2020-01
222096,SKU_1299,T-shirt,4,2020-01-08 06:00:00,5.05,58610,Norway,0.1,PayPal,13.41,Stationery,Online,Not Returned,DHL,Rome,Medium,20.2,2.02,18.18,31.59,2020,1,2020-01
731347,SKU_1143,Office Chair,47,2020-01-08 07:00:00,5.68,20524,United Kingdom,0.49,PayPal,28.5,Apparel,In-store,Not Returned,DHL,Paris,Medium,266.96,130.8104,136.1496,164.6496,2020,1,2020-01
210687,SKU_1205,Office Chair,13,2020-01-08 09:00:00,89.57,92943,Portugal,0.47,Credit Card,8.81,Apparel,Online,Not Returned,UPS,Rome,High,1164.4099999999999,547.2726999999999,617.1373,625.9472999999999,2020,1,2020-01
974371,SKU_1917,Backpack,31,2020-01-08 10:00:00,74.85,17169,France,0.01,Credit Card,9.29,Electronics,Online,Not Returned,Royal Mail,Paris,Medium,2320.35,23.2035,2297.1465,2306.4365,2020,1,2020-01
511357,SKU_1712,Wireless Mouse,4,2020-01-08 11:00:00,97.17,37427,Sweden,0.38,Credit Card,27.23,Furniture,Online,Not Returned,FedEx,Berlin,Low,388.68,147.6984,240.98160000000001,268.21160000000003,2020,1,2020-01
835716,SKU_1750,Desk Lamp,16,2020-01-08 12:00:00,91.5,25077,France,0.33,PayPal,10.81,Furniture,In-store,Not Returned,UPS,Berlin,Low,1464.0,483.12,980.88,991.6899999999999,2020,1,2020-01
205878,SKU_1406,Notebook,40,2020-01-08 13:00:00,71.99,61731,Norway,0.2,Bank Transfer,8.09,Accessories,Online,Returned,FedEx,Rome,Low,2879.6,575.92,2303.68,2311.77,2020,1,2020-01
827270,SKU_1938,White Mug,49,2020-01-08 14:00:00,2.23,44711,Spain,0.36,Credit Card,14.89,Stationery,In-store,Not Returned,DHL,London,High,109.27,39.337199999999996,69.9328,84.8228,2020,1,2020-01
298286,SKU_1579,Wireless Mouse,42,2020-01-08 15:00:00,19.62,46971,Netherlands,0.28,PayPal,24.27,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium,824.0400000000001,230.73120000000003,593.3088,617.5788,2020,1,2020-01
873290,SKU_1682,Wall Clock,22,2020-01-08 16:00:00,22.65,20383,United Kingdom,0.32,Credit Card,15.26,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium,498.29999999999995,159.456,338.84399999999994,354.1039999999999,2020,1,2020-01
874684,SKU_1921,Desk Lamp,30,2020-01-08 17:00:00,28.71,54324,Italy,0.1,Credit Card,18.43,Accessories,Online,Not Returned,Royal Mail,Paris,High,861.3000000000001,86.13000000000001,775.1700000000001,793.6,2020,1,2020-01
264899,SKU_1296,Backpack,16,2020-01-08 18:00:00,27.83,90909,United Kingdom,0.24,Bank Transfer,16.59,Stationery,In-store,Not Returned,UPS,Paris,Low,445.28,106.86719999999998,338.4128,355.0028,2020,1,2020-01
424767,SKU_1581,White Mug,4,2020-01-08 19:00:00,19.9,22909,Sweden,0.17,PayPal,5.99,Electronics,In-store,Not Returned,UPS,Rome,Medium,79.6,13.532,66.068,72.05799999999999,2020,1,2020-01
961882,SKU_1798,Wall Clock,25,2020-01-08 20:00:00,49.1,58651,Germany,0.46,Bank Transfer,25.2,Electronics,In-store,Not Returned,UPS,Paris,Low,1227.5,564.65,662.85,688.0500000000001,2020,1,2020-01
979858,SKU_1528,White Mug,39,2020-01-08 21:00:00,96.14,48100,Italy,0.1,Credit Card,25.18,Electronics,Online,Not Returned,Royal Mail,Berlin,Low,3749.46,374.946,3374.514,3399.694,2020,1,2020-01
479989,SKU_1136,Headphones,42,2020-01-08 22:00:00,5.56,58025,Italy,0.29,Bank Transfer,7.77,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium,233.51999999999998,67.7208,165.79919999999998,173.5692,2020,1,2020-01
515515,SKU_1218,Backpack,45,2020-01-08 23:00:00,17.82,37608,Spain,0.42,PayPal,26.82,Electronics,Online,Returned,FedEx,Rome,High,801.9,336.798,465.102,491.92199999999997,2020,1,2020-01
143585,SKU_1822,Wall Clock,48,2020-01-09 00:00:00,37.1,77521,Sweden,0.16,Bank Transfer,28.1,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium,1780.8000000000002,284.92800000000005,1495.872,1523.972,2020,1,2020-01
471369,SKU_1517,White Mug,23,2020-01-09 01:00:00,61.35,26697,United Kingdom,0.22,Credit Card,28.16,Electronics,Online,Not Returned,Royal Mail,Berlin,High,1411.05,310.431,1100.619,1128.779,2020,1,2020-01
164044,SKU_1709,Office Chair,46,2020-01-09 02:00:00,14.32,81596,United States,0.19,PayPal,11.89,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,High,658.72,125.1568,533.5632,545.4532,2020,1,2020-01
542296,SKU_1447,Headphones,45,2020-01-09 03:00:00,56.42,-1,Germany,0.42,Bank Transfer,25.27,Apparel,Online,Returned,UPS,Berlin,Medium,2538.9,1066.338,1472.5620000000001,1497.832,2020,1,2020-01
209556,SKU_1131,Headphones,2,2020-01-09 04:00:00,14.2,91737,United States,0.46,Bank Transfer,6.51,Furniture,Online,Not Returned,Royal Mail,London,High,28.4,13.064,15.335999999999999,21.845999999999997,2020,1,2020-01
626981,SKU_1362,Backpack,32,2020-01-09 05:00:00,21.19,47742,Australia,0.47,Bank Transfer,16.79,Furniture,Online,Not Returned,DHL,Rome,Low,678.08,318.6976,359.3824,376.17240000000004,2020,1,2020-01
981691,SKU_1962,Backpack,3,2020-01-09 06:00:00,2.73,-1,Portugal,0.09,Credit Card,17.4,Accessories,In-store,Not Returned,UPS,Unknown,High,8.19,0.7371,7.4529,24.852899999999998,2020,1,2020-01
300235,SKU_1695,T-shirt,8,2020-01-09 08:00:00,26.85,41093,Sweden,0.12,Bank Transfer,17.41,Electronics,In-store,Not Returned,DHL,Paris,Medium,214.8,25.776,189.024,206.434,2020,1,2020-01
125939,SKU_1017,USB Cable,39,2020-01-09 09:00:00,61.55,90478,Netherlands,0.27,Bank Transfer,26.19,Accessories,In-store,Not Returned,FedEx,Berlin,Low,2400.45,648.1215,1752.3284999999998,1778.5185,2020,1,2020-01
252906,SKU_1415,Office Chair,4,2020-01-09 10:00:00,25.53,14917,Sweden,0.12,Credit Card,17.47,Furniture,Online,Not Returned,Royal Mail,Rome,Low,102.12,12.2544,89.8656,107.3356,2020,1,2020-01
642335,SKU_1724,Notebook,27,2020-01-09 11:00:00,92.74,58567,Australia,0.45,Bank Transfer,26.28,Electronics,In-store,Not Returned,UPS,Berlin,Medium,2503.98,1126.791,1377.189,1403.469,2020,1,2020-01
388249,SKU_1559,Wireless Mouse,36,2020-01-09 12:00:00,5.48,39410,Italy,0.07,Bank Transfer,6.8,Furniture,Online,Not Returned,UPS,Paris,Low,197.28000000000003,13.809600000000003,183.47040000000004,190.27040000000005,2020,1,2020-01
175766,SKU_1540,T-shirt,48,2020-01-09 13:00:00,49.92,33164,Germany,0.15,PayPal,5.24,Electronics,In-store,Returned,FedEx,Paris,Low,2396.16,359.424,2036.7359999999999,2041.9759999999999,2020,1,2020-01
508923,SKU_1927,White Mug,48,2020-01-09 14:00:00,33.36,70633,Norway,0.41,PayPal,24.94,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low,1601.28,656.5247999999999,944.7552000000001,969.6952000000001,2020,1,2020-01
515192,SKU_1152,Notebook,9,2020-01-09 15:00:00,37.21,82942,United States,0.33,Credit Card,10.93,Stationery,Online,Returned,FedEx,Berlin,Medium,334.89,110.5137,224.3763,235.3063,2020,1,2020-01
668550,SKU_1331,Notebook,8,2020-01-09 16:00:00,11.0,92576,Netherlands,0.26,Credit Card,22.73,Furniture,In-store,Not Returned,DHL,Berlin,Low,88.0,22.880000000000003,65.12,87.85000000000001,2020,1,2020-01
487261,SKU_1749,Notebook,14,2020-01-09 17:00:00,39.81,87074,Italy,0.12,Bank Transfer,22.6,Stationery,Online,Not Returned,Royal Mail,London,Medium,557.34,66.88080000000001,490.4592,513.0592,2020,1,2020-01
910208,SKU_1318,USB Cable,49,2020-01-09 18:00:00,73.62,52179,United States,0.45,Credit Card,29.87,Electronics,Online,Not Returned,DHL,London,High,3607.38,1623.3210000000001,1984.059,2013.9289999999999,2020,1,2020-01
785440,SKU_1776,Wireless Mouse,38,2020-01-09 19:00:00,68.71,24634,United States,0.28,Bank Transfer,23.26,Stationery,Online,Not Returned,FedEx,Rome,High,2610.9799999999996,731.0744,1879.9055999999996,1903.1655999999996,2020,1,2020-01
752664,SKU_1198,Office Chair,3,2020-01-09 20:00:00,91.96,87303,United States,0.49,Credit Card,14.46,Apparel,In-store,Not Returned,FedEx,Berlin,Low,275.88,135.1812,140.6988,155.1588,2020,1,2020-01
554589,SKU_1525,Headphones,45,2020-01-09 21:00:00,6.88,47080,Sweden,0.38,Bank Transfer,23.49,Stationery,Online,Not Returned,DHL,Rome,Low,309.6,117.64800000000001,191.952,215.442,2020,1,2020-01
237848,SKU_1787,Headphones,10,2020-01-09 22:00:00,90.41,17613,France,0.44,PayPal,20.95,Accessories,Online,Not Returned,UPS,Paris,Medium,904.0999999999999,397.804,506.29599999999994,527.246,2020,1,2020-01
717075,SKU_1979,White Mug,33,2020-01-09 23:00:00,45.68,26578,Netherlands,0.48,PayPal,13.9,Apparel,In-store,Not Returned,FedEx,London,Medium,1507.44,723.5712,783.8688000000001,797.7688,2020,1,2020-01
227948,SKU_1009,Office Chair,18,2020-01-10 00:00:00,42.63,-1,United States,0.3,Credit Card,19.69,Stationery,In-store,Not Returned,UPS,Amsterdam,Low,767.34,230.202,537.138,556.8280000000001,2020,1,2020-01
679304,SKU_1138,T-shirt,38,2020-01-10 01:00:00,43.62,22601,Germany,0.28,Credit Card,23.87,Stationery,Online,Not Returned,DHL,Rome,Low,1657.56,464.1168,1193.4432,1217.3131999999998,2020,1,2020-01
502690,SKU_1166,Backpack,27,2020-01-10 02:00:00,69.79,62939,Germany,0.31,Bank Transfer,22.87,Accessories,In-store,Not Returned,Royal Mail,Paris,Medium,1884.3300000000002,584.1423000000001,1300.1877,1323.0576999999998,2020,1,2020-01
599046,SKU_1146,White Mug,30,2020-01-10 03:00:00,45.35,65807,Belgium,0.24,Credit Card,26.7,Apparel,In-store,Not Returned,FedEx,Rome,Low,1360.5,326.52,1033.98,1060.68,2020,1,2020-01
551269,SKU_1402,Backpack,10,2020-01-10 04:00:00,97.8,16090,Australia,0.27,Credit Card,9.03,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium,978.0,264.06,713.94,722.97,2020,1,2020-01
121959,SKU_1756,Office Chair,40,2020-01-10 05:00:00,68.35,59504,Australia,0.2,Credit Card,10.7,Apparel,In-store,Not Returned,UPS,Paris,Medium,2734.0,546.8000000000001,2187.2,2197.8999999999996,2020,1,2020-01
760890,SKU_1938,Desk Lamp,40,2020-01-10 06:00:00,60.98,45168,Belgium,0.33,Credit Card,22.52,Accessories,In-store,Not Returned,DHL,Berlin,Medium,2439.2,804.9359999999999,1634.264,1656.7839999999999,2020,1,2020-01
850216,SKU_1444,Headphones,14,2020-01-10 07:00:00,16.59,27505,Germany,0.11,Bank Transfer,15.23,Furniture,In-store,Not Returned,DHL,Amsterdam,High,232.26,25.5486,206.7114,221.9414,2020,1,2020-01
890180,SKU_1069,USB Cable,47,2020-01-10 08:00:00,24.55,73136,France,0.35,PayPal,9.58,Electronics,In-store,Returned,FedEx,Amsterdam,High,1153.8500000000001,403.8475,750.0025,759.5825000000001,2020,1,2020-01
328576,SKU_1327,Wall Clock,7,2020-01-10 09:00:00,68.38,-1,Netherlands,0.14,Credit Card,16.63,Electronics,Online,Not Returned,FedEx,Paris,Medium,478.65999999999997,67.0124,411.64759999999995,428.27759999999995,2020,1,2020-01
